window_start,window_end,service_name,total_log_lines,error_count,warning_count,info_count,error_rate_logs,warning_rate_logs,unique_templates,template_entropy,new_templates_seen,exception_count,timeout_count,oom_mention_count,avg_message_length,log_volume_change_pct,timestamp,failure,pre_failure,future_failure,failure_type,scenario_id
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,adservice,8,0,0,8,0.0,0.0,1,0.0,1,0,0,0,514.25,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,cartservice,19,0,0,19,0.0,0.0,1,0.0,0,0,0,0,75.32,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,checkoutservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,151.0,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,currencyservice,35,0,0,35,0.0,0.0,1,0.0,0,0,0,0,148.74,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,emailservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,191.0,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,frontend,33,0,0,1,0.0,0.0,1,0.0,0,0,0,0,287.52,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,loadgenerator,8,0,0,8,0.0,0.0,1,0.0,0,0,0,0,140.0,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,loki,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,316.0,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,paymentservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,398.0,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,recommendationservice,14,0,0,14,0.0,0.0,1,0.0,0,0,0,0,214.86,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:00.000Z,2026-03-28T06:57:15.000Z,shippingservice,7,0,0,7,0.0,0.0,1,0.0,0,0,0,0,104.14,0.0,2026-03-28T06:57:00.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,adservice,4,0,0,4,0.0,0.0,1,0.0,0,0,0,0,514.25,-50.0,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,cartservice,5,0,0,5,0.0,0.0,1,0.0,0,0,0,0,68.0,-73.6842,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,currencyservice,17,0,0,17,0.0,0.0,1,0.0,0,0,0,0,148.59,-51.4286,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,frontend,14,0,0,1,0.0,0.0,1,0.0,0,0,0,0,259.57,-57.5758,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,loadgenerator,6,0,0,6,0.0,0.0,1,0.0,0,0,0,0,160.0,-25.0,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,loki,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,318.0,0.0,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,recommendationservice,4,0,0,4,0.0,0.0,1,0.0,0,0,0,0,217.0,-71.4286,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:15.000Z,2026-03-28T06:57:30.000Z,shippingservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,104.0,-85.7143,2026-03-28T06:57:15.000Z,0,0,0,none,
2026-03-28T06:57:30.000Z,2026-03-28T06:57:45.000Z,adservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,508.33,-25.0,2026-03-28T06:57:30.000Z,0,0,0,none,
2026-03-28T06:57:30.000Z,2026-03-28T06:57:45.000Z,cartservice,5,0,0,5,0.0,0.0,1,0.0,0,0,0,0,68.0,0.0,2026-03-28T06:57:30.000Z,0,0,0,none,
2026-03-28T06:57:30.000Z,2026-03-28T06:57:45.000Z,currencyservice,28,0,0,28,0.0,0.0,1,0.0,0,0,0,0,148.36,64.7059,2026-03-28T06:57:30.000Z,0,0,0,none,
